wucha_min_ceil,count,mean,std,min,25%,50%,75%,max
8159,2.0,10060084097.5,88488.04970446574,10060021527.0,10060052812.25,10060084097.5,10060115382.75,10060146668.0
8160,2.0,10060693226.0,949935.7351273822,10060021520.0,10060357373.0,10060693226.0,10061029079.0,10061364932.0
8162,2.0,10060785990.0,1081125.2562409223,10060021519.0,10060403754.5,10060785990.0,10061168225.5,10061550461.0
8167,3.0,10061182562.666666,948492.4269899752,10060146664.0,10060769621.0,10061392578.0,10061700512.0,10062008446.0
8168,1.0,10062179682.0,,10062179682.0,10062179682.0,10062179682.0,10062179682.0,10062179682.0
8171,6.0,10061365428.833334,666963.8777908192,10060021517.0,10061580523.0,10061581057.5,10061581058.75,10061847537.0
8172,1.0,10060021523.0,,10060021523.0,10060021523.0,10060021523.0,10060021523.0,10060021523.0
8174,1.0,10060146667.0,,10060146667.0,10060146667.0,10060146667.0,10060146667.0,10060146667.0
8176,1.0,10061875229.0,,10061875229.0,10061875229.0,10061875229.0,10061875229.0,10061875229.0
8177,1.0,10061433659.0,,10061433659.0,10061433659.0,10061433659.0,10061433659.0,10061433659.0
8179,3.0,10061777445.0,289819.7315039126,10061610117.0,10061610117.5,10061610118.0,10061861109.0,10062112100.0
8180,3.0,10061122262.0,844987.0486504512,10060146555.0,10060878335.0,10061610115.0,10061610115.5,10061610116.0
8181,2.0,10060084037.0,88406.73242462928,10060021524.0,10060052780.5,10060084037.0,10060115293.5,10060146550.0
8182,2.0,10061534734.5,118296.84317216584,10061451086.0,10061492910.25,10061534734.5,10061576558.75,10061618383.0
8183,1.0,10060146663.0,,10060146663.0,10060146663.0,10060146663.0,10060146663.0,10060146663.0
8186,3.0,10061632319.0,458.1277114517305,10061632054.0,10061632054.5,10061632055.0,10061632451.5,10061632848.0
8187,1.0,10060021522.0,,10060021522.0,10060021522.0,10060021522.0,10060021522.0,10060021522.0
8188,2.0,10060809144.5,937057.1993216316,10060146545.0,10060477844.75,10060809144.5,10061140444.25,10061471744.0
8190,2.0,10061647724.5,559.3214639185591,10061647329.0,10061647526.75,10061647724.5,10061647922.25,10061648120.0
8191,5.0,10061061102.0,896551.8058787792,10060021521.0,10060146536.0,10061647328.0,10061648119.0,10061842006.0
8192,5.0,10061027142.4,862079.1537560805,10060021518.0,10060146530.0,10061655574.0,10061656044.0,10061656046.0
8193,2.0,10060146574.0,7.0710678118654755,10060146569.0,10060146571.5,10060146574.0,10060146576.5,10060146579.0
8194,1.0,10061663418.0,,10061663418.0,10061663418.0,10061663418.0,10061663418.0,10061663418.0
8196,2.0,10060999443.0,1382997.6264108338,10060021516.0,10060510479.5,10060999443.0,10061488406.5,10061977370.0
8197,4.0,10061669062.25,854.5003900915825,10061668634.0,10061668634.75,10061668635.5,10061669063.0,10061670344.0
8199,2.0,10060146541.0,28.284271247461902,10060146521.0,10060146531.0,10060146541.0,10060146551.0,10060146561.0
8200,1.0,10060146567.0,,10060146567.0,10060146567.0,10060146567.0,10060146567.0,10060146567.0
8201,2.0,10060832401.0,969958.1707434604,10060146537.0,10060489469.0,10060832401.0,10061175333.0,10061518265.0
8203,3.0,10060063167.333334,72191.58898606771,10060021487.0,10060021487.5,10060021488.0,10060084007.5,10060146527.0
8204,3.0,10061126125.0,968723.3364547383,10060021493.0,10060773701.0,10061525909.0,10061678441.0,10061830973.0
8205,1.0,10060146397.0,,10060146397.0,10060146397.0,10060146397.0,10060146397.0,10060146397.0
8208,2.0,10061830633.0,475.1757569573599,10061830297.0,10061830465.0,10061830633.0,10061830801.0,10061830969.0
8210,1.0,10061841356.0,,10061841356.0,10061841356.0,10061841356.0,10061841356.0,10061841356.0
8211,1.0,10060146404.0,,10060146404.0,10060146404.0,10060146404.0,10060146404.0,10060146404.0
8212,5.0,10061411586.0,778546.1152048091,10060021515.0,10061731020.0,10061731021.0,10061732370.0,10061842004.0
8213,2.0,10061731018.5,0.7071067811865476,10061731018.0,10061731018.25,10061731018.5,10061731018.75,10061731019.0
8214,2.0,10061739795.0,398.8082245892128,10061739513.0,10061739654.0,10061739795.0,10061739936.0,10061740077.0
8215,5.0,10061351857.6,679412.1512699784,10060146395.0,10061566301.0,10061567004.0,10061739512.0,10061740076.0
8216,3.0,10060104750.333334,72110.76008705868,10060021484.0,10060083931.5,10060146379.0,10060146383.5,10060146388.0
8217,1.0,10060146389.0,,10060146389.0,10060146389.0,10060146389.0,10060146389.0,10060146389.0
8218,1.0,10062693381.0,,10062693381.0,10062693381.0,10062693381.0,10062693381.0,10062693381.0
8219,4.0,10061758145.75,556.8568786800907,10061757663.0,10061757663.75,10061758145.0,10061758627.0,10061758630.0
8221,4.0,10060573895.25,1023155.6134845357,10060021489.0,10060021489.75,10060084006.0,10060636411.5,10062106080.0
8224,1.0,10062283885.0,,10062283885.0,10062283885.0,10062283885.0,10062283885.0,10062283885.0
8225,1.0,10060146380.0,,10060146380.0,10060146380.0,10060146380.0,10060146380.0,10060146380.0
8226,1.0,10061602874.0,,10061602874.0,10061602874.0,10061602874.0,10061602874.0,10061602874.0
8227,1.0,10060146375.0,,10060146375.0,10060146375.0,10060146375.0,10060146375.0,10060146375.0
8228,2.0,10060907404.0,1252878.66496401,10060021485.0,10060464444.5,10060907404.0,10061350363.5,10061793323.0
8229,2.0,10061919772.5,166595.06475433178,10061801972.0,10061860872.25,10061919772.5,10061978672.75,10062037573.0
8230,1.0,10061617458.0,,10061617458.0,10061617458.0,10061617458.0,10061617458.0,10061617458.0
8231,2.0,10061147933.0,1416414.0786761476,10060146377.0,10060647155.0,10061147933.0,10061648711.0,10062149489.0
8233,2.0,10060795804.5,918447.563054364,10060146364.0,10060471084.25,10060795804.5,10061120524.75,10061445245.0
8234,1.0,10060146363.0,,10060146363.0,10060146363.0,10060146363.0,10060146363.0,10060146363.0
8236,2.0,10062001768.5,243255.33932989015,10061829761.0,10061915764.75,10062001768.5,10062087772.25,10062173776.0
8237,2.0,10060146236.5,36.062445840513924,10060146211.0,10060146223.75,10060146236.5,10060146249.25,10060146262.0
8238,1.0,10060021480.0,,10060021480.0,10060021480.0,10060021480.0,10060021480.0,10060021480.0
8239,1.0,10060146369.0,,10060146369.0,10060146369.0,10060146369.0,10060146369.0,10060146369.0
8241,6.0,10061620728.333334,735837.0740794912,10060146367.0,10061844743.5,10061845319.0,10061845894.5,10062196727.0
8246,2.0,10061392314.5,1938648.4990282534,10060021483.0,10060706898.75,10061392314.5,10062077730.25,10062763146.0
8247,1.0,10060146253.0,,10060146253.0,10060146253.0,10060146253.0,10060146253.0,10060146253.0
8248,1.0,10062038350.0,,10062038350.0,10062038350.0,10062038350.0,10062038350.0,10062038350.0
8249,2.0,10061092241.0,1337860.1721405718,10060146231.0,10060619236.0,10061092241.0,10061565246.0,10062038251.0
8250,2.0,10060146200.0,8.48528137423857,10060146194.0,10060146197.0,10060146200.0,10060146203.0,10060146206.0
8251,1.0,10062244499.0,,10062244499.0,10062244499.0,10062244499.0,10062244499.0,10062244499.0
8252,1.0,10062074393.0,,10062074393.0,10062074393.0,10062074393.0,10062074393.0,10062074393.0
8254,2.0,10060863321.0,1190544.373775291,10060021479.0,10060442400.0,10060863321.0,10061284242.0,10061705163.0
8255,2.0,10060927116.5,1104350.1784689946,10060146223.0,10060536669.75,10060927116.5,10061317563.25,10061708010.0
8256,1.0,10062265701.0,,10062265701.0,10062265701.0,10062265701.0,10062265701.0,10062265701.0
8258,4.0,10061935928.25,368.0637399509311,10061935608.0,10061935610.25,10061935928.5,10061936246.5,10061936248.0
8259,1.0,10061721651.0,,10061721651.0,10061721651.0,10061721651.0,10061721651.0,10061721651.0
8260,1.0,10062111539.0,,10062111539.0,10062111539.0,10062111539.0,10062111539.0,10062111539.0
8261,1.0,10062289713.0,,10062289713.0,10062289713.0,10062289713.0,10062289713.0,10062289713.0
8262,2.0,10060146246.5,6.363961030678928,10060146242.0,10060146244.25,10060146246.5,10060146248.75,10060146251.0
8263,3.0,10061415679.666666,1207414.0616451066,10060021478.0,10061067115.5,10062112753.0,10062112780.5,10062112808.0
8264,1.0,10060146217.0,,10060146217.0,10060146217.0,10060146217.0,10060146217.0,10060146217.0
8265,2.0,10062154568.0,2.8284271247461903,10062154566.0,10062154567.0,10062154568.0,10062154569.0,10062154570.0
8270,2.0,10060146191.0,5.656854249492381,10060146187.0,10060146189.0,10060146191.0,10060146193.0,10060146195.0
8271,3.0,10060104577.666666,71968.17902610385,10060021476.0,10060083772.5,10060146069.0,10060146128.5,10060146188.0
8272,3.0,10062153609.0,846.9876032150647,10062153115.0,10062153120.0,10062153125.0,10062153856.0,10062154587.0
8276,1.0,10061792317.0,,10061792317.0,10061792317.0,10061792317.0,10061792317.0,10061792317.0
8278,2.0,10060083755.0,88139.44606134077,10060021431.0,10060052593.0,10060083755.0,10060114917.0,10060146079.0
8280,1.0,10061810200.0,,10061810200.0,10061810200.0,10061810200.0,10061810200.0,10061810200.0
8281,1.0,10062052384.0,,10062052384.0,10062052384.0,10062052384.0,10062052384.0,10062052384.0
8282,2.0,10061705848.5,81.31727983645297,10061705791.0,10061705819.75,10061705848.5,10061705877.25,10061705906.0
8283,6.0,10061151489.166666,861562.426501392,10060039213.0,10060455598.25,10061705671.5,10061708442.25,10061710106.0
8284,3.0,10062072319.333334,1.527525231652145,10062072318.0,10062072318.5,10062072319.0,10062072320.0,10062072321.0
8286,1.0,10060146207.0,,10060146207.0,10060146207.0,10060146207.0,10060146207.0,10060146207.0
8287,1.0,10060021477.0,,10060021477.0,10060021477.0,10060021477.0,10060021477.0,10060021477.0
8288,1.0,10060146075.0,,10060146075.0,10060146075.0,10060146075.0,10060146075.0,10060146075.0
8289,1.0,10060021475.0,,10060021475.0,10060021475.0,10060021475.0,10060021475.0,10060021475.0
8291,7.0,10062105223.285715,486.3786982334219,10062104701.0,10062104704.5,10062105610.0,10062105613.0,10062105617.0
8293,3.0,10062033523.0,142298.70818809283,10061869211.0,10061992289.0,10062115367.0,10062115679.0,10062115991.0
8294,3.0,10061459143.0,1137152.019748899,10060146073.0,10061130719.5,10062115366.0,10062115678.0,10062115990.0
8295,1.0,10062126930.0,,10062126930.0,10062126930.0,10062126930.0,10062126930.0,10062126930.0
8297,2.0,10060083747.0,88129.54656640417,10060021430.0,10060052588.5,10060083747.0,10060114905.5,10060146064.0
8298,2.0,10061888363.5,0.7071067811865476,10061888363.0,10061888363.25,10061888363.5,10061888363.75,10061888364.0
8304,2.0,10060021424.5,2.1213203435596424,10060021423.0,10060021423.75,10060021424.5,10060021425.25,10060021426.0
8306,2.0,10060146060.5,9.192388155425117,10060146054.0,10060146057.25,10060146060.5,10060146063.75,10060146067.0
8307,2.0,10061279478.5,1602894.4003310075,10060146061.0,10060712769.75,10061279478.5,10061846187.25,10062412896.0
8309,1.0,10061947503.0,,10061947503.0,10061947503.0,10061947503.0,10061947503.0,10061947503.0
8311,2.0,10061832079.0,180889.22833601784,10061704171.0,10061768125.0,10061832079.0,10061896033.0,10061959987.0
8314,2.0,10060864718.5,1192591.4479068262,10060021429.0,10060443073.75,10060864718.5,10061286363.25,10061708008.0
8315,3.0,10061369706.666666,1059715.160767427,10060146053.0,10061063793.0,10061981533.0,10061981533.5,10061981534.0
8316,1.0,10062562670.0,,10062562670.0,10062562670.0,10062562670.0,10062562670.0,10062562670.0
8317,2.0,10062226738.5,600.3336572273788,10062226314.0,10062226526.25,10062226738.5,10062226950.75,10062227163.0
8318,2.0,10062226310.5,0.7071067811865476,10062226310.0,10062226310.25,10062226310.5,10062226310.75,10062226311.0
8319,1.0,10060146051.0,,10060146051.0,10060146051.0,10060146051.0,10060146051.0,10060146051.0
8323,2.0,10060030325.5,12584.379384776987,10060021427.0,10060025876.25,10060030325.5,10060034774.75,10060039224.0
8324,2.0,10061086633.5,1330185.942244354,10060146050.0,10060616341.75,10061086633.5,10061556925.25,10062027217.0
8326,3.0,10062231064.0,330604.0718397159,10062039557.0,10062040190.0,10062040823.0,10062326817.5,10062612812.0
8327,1.0,10062412877.0,,10062412877.0,10062412877.0,10062412877.0,10062412877.0,10062412877.0
8328,2.0,10061279467.0,1602912.0780005371,10060146037.0,10060712752.0,10061279467.0,10061846182.0,10062412897.0
8329,1.0,10060021420.0,,10060021420.0,10060021420.0,10060021420.0,10060021420.0,10060021420.0
8331,1.0,10062062331.0,,10062062331.0,10062062331.0,10062062331.0,10062062331.0,10062062331.0
8334,1.0,10060146038.0,,10060146038.0,10060146038.0,10060146038.0,10060146038.0,10060146038.0
8335,1.0,10062084012.0,,10062084012.0,10062084012.0,10062084012.0,10062084012.0,10062084012.0
8336,1.0,10062663340.0,,10062663340.0,10062663340.0,10062663340.0,10062663340.0,10062663340.0
8337,1.0,10062095971.0,,10062095971.0,10062095971.0,10062095971.0,10062095971.0,10062095971.0
8338,1.0,10060145918.0,,10060145918.0,10060145918.0,10060145918.0,10060145918.0,10060145918.0
8339,2.0,10062105610.5,2.1213203435596424,10062105609.0,10062105609.75,10062105610.5,10062105611.25,10062105612.0
8340,1.0,10060021424.0,,10060021424.0,10060021424.0,10060021424.0,10060021424.0,10060021424.0
8342,1.0,10062115360.0,,10062115360.0,10062115360.0,10062115360.0,10062115360.0,10062115360.0
8343,1.0,10060145908.0,,10060145908.0,10060145908.0,10060145908.0,10060145908.0,10060145908.0
8347,2.0,10061224750.0,1525707.3312034651,10060145912.0,10060685331.0,10061224750.0,10061764169.0,10062303588.0
8348,1.0,10060145910.0,,10060145910.0,10060145910.0,10060145910.0,10060145910.0,10060145910.0
8349,1.0,10060039221.0,,10060039221.0,10060039221.0,10060039221.0,10060039221.0,10060039221.0
8350,1.0,10060021422.0,,10060021422.0,10060021422.0,10060021422.0,10060021422.0,10060021422.0
8352,1.0,10060145901.0,,10060145901.0,10060145901.0,10060145901.0,10060145901.0,10060145901.0
8353,1.0,10062167029.0,,10062167029.0,10062167029.0,10062167029.0,10062167029.0,10062167029.0
8355,5.0,10061930590.6,1067258.3119616825,10060021421.0,10062407261.0,10062408089.0,10062408090.0,10062408092.0
8356,4.0,10062243771.25,590982.0364739666,10061391516.0,10062157250.25,10062412873.0,10062499394.0,10062757823.0
8357,3.0,10061657213.666666,1308837.8151995507,10060145898.0,10061279195.5,10062412493.0,10062412871.5,10062413250.0
8359,6.0,10061989263.5,959638.5191222265,10060039217.0,10062254253.25,10062424586.0,10062424588.5,10062425127.0
8360,1.0,10060039214.0,,10060039214.0,10060039214.0,10060039214.0,10060039214.0,10060039214.0
8361,2.0,10061409644.5,1938102.6125931775,10060039199.0,10060724421.75,10061409644.5,10062094867.25,10062780090.0
8362,2.0,10060092543.0,75441.22248479276,10060039198.0,10060065870.5,10060092543.0,10060119215.5,10060145888.0
8365,3.0,10062325998.666666,239468.7258544074,10062049484.0,10062256869.5,10062464255.0,10062464256.0,10062464257.0
8366,3.0,10061691463.666666,1338511.2549061114,10060145884.0,10061305068.5,10062464253.0,10062464253.5,10062464254.0
8367,1.0,10060021418.0,,10060021418.0,10060021418.0,10060021418.0,10060021418.0,10060021418.0
8370,2.0,10062246958.5,412.2432534317572,10062246667.0,10062246812.75,10062246958.5,10062247104.25,10062247250.0
8371,5.0,10061598606.8,1382080.7040588115,10060039191.0,10060145904.0,10062491456.0,10062491457.0,10062825026.0
8372,5.0,10062002595.0,1097577.5340232234,10060039196.0,10062489590.0,10062491459.0,10062495933.0,10062496797.0
8373,3.0,10062496189.333334,450.9149956847004,10062495927.0,10062495929.0,10062495931.0,10062496320.5,10062496710.0
8374,2.0,10062507806.5,2.1213203435596424,10062507805.0,10062507805.75,10062507806.5,10062507807.25,10062507808.0
8375,3.0,10061720504.333334,1363647.3535758185,10060145900.0,10061326853.0,10062507806.0,10062507806.5,10062507807.0
8376,2.0,10062477953.0,3474066.5276577533,10060021417.0,10061249685.0,10062477953.0,10063706221.0,10064934489.0
8377,2.0,10062488752.5,3464198.852526295,10060039194.0,10061263973.25,10062488752.5,10063713531.75,10064938311.0
8379,1.0,10060039193.0,,10060039193.0,10060039193.0,10060039193.0,10060039193.0,10060039193.0
8380,1.0,10060145892.0,,10060145892.0,10060145892.0,10060145892.0,10060145892.0,10060145892.0
8381,1.0,10060021369.0,,10060021369.0,10060021369.0,10060021369.0,10060021369.0,10060021369.0
8383,2.0,10060145880.5,7.7781745930520225,10060145875.0,10060145877.75,10060145880.5,10060145883.25,10060145886.0
8384,1.0,10060145876.0,,10060145876.0,10060145876.0,10060145876.0,10060145876.0,10060145876.0
8385,1.0,10060145779.0,,10060145779.0,10060145779.0,10060145779.0,10060145779.0,10060145779.0
8387,11.0,10062568888.363636,569.5259911061606,10062567290.0,10062568968.5,10062568971.0,10062568991.5,10062569671.0
8388,2.0,10062568113.5,1181.575431362721,10062567278.0,10062567695.75,10062568113.5,10062568531.25,10062568949.0
8389,1.0,10060145745.0,,10060145745.0,10060145745.0,10060145745.0,10060145745.0,10060145745.0
8390,1.0,10060145770.0,,10060145770.0,10060145770.0,10060145770.0,10060145770.0,10060145770.0
8391,8.0,10062304476.5,383.2973482074421,10062304196.0,10062304198.75,10062304200.5,10062304933.5,10062304950.0
8392,4.0,10059555265.75,393657.50000084675,10059358436.0,10059358436.75,10059358437.5,10059555266.5,10060145752.0
8393,1.0,10060021367.0,,10060021367.0,10060021367.0,10060021367.0,10060021367.0,10060021367.0
8398,1.0,10060145767.0,,10060145767.0,10060145767.0,10060145767.0,10060145767.0,10060145767.0
8399,1.0,10060145754.0,,10060145754.0,10060145754.0,10060145754.0,10060145754.0,10060145754.0
8401,1.0,10060021365.0,,10060021365.0,10060021365.0,10060021365.0,10060021365.0,10060021365.0
8402,1.0,10060145730.0,,10060145730.0,10060145730.0,10060145730.0,10060145730.0,10060145730.0
8403,1.0,10060145749.0,,10060145749.0,10060145749.0,10060145749.0,10060145749.0,10060145749.0
8406,1.0,10060021368.0,,10060021368.0,10060021368.0,10060021368.0,10060021368.0,10060021368.0
8408,1.0,10060145740.0,,10060145740.0,10060145740.0,10060145740.0,10060145740.0,10060145740.0
8412,1.0,10062449336.0,,10062449336.0,10062449336.0,10062449336.0,10062449336.0,10062449336.0
8413,1.0,10060145729.0,,10060145729.0,10060145729.0,10060145729.0,10060145729.0,10060145729.0
8416,1.0,10062474332.0,,10062474332.0,10062474332.0,10062474332.0,10062474332.0,10062474332.0
8417,3.0,10060104271.333334,71798.12478284746,10060021366.0,10060083544.5,10060145723.0,10060145724.0,10060145725.0
8418,1.0,10060039192.0,,10060039192.0,10060039192.0,10060039192.0,10060039192.0,10060039192.0
8421,1.0,10062496796.0,,10062496796.0,10062496796.0,10062496796.0,10062496796.0,10062496796.0
8422,1.0,10060145657.0,,10060145657.0,10060145657.0,10060145657.0,10060145657.0,10060145657.0
8426,1.0,10060021363.0,,10060021363.0,10060021363.0,10060021363.0,10060021363.0,10060021363.0
8427,1.0,10060145656.0,,10060145656.0,10060145656.0,10060145656.0,10060145656.0,10060145656.0
8429,1.0,10060145654.0,,10060145654.0,10060145654.0,10060145654.0,10060145654.0,10060145654.0
8432,1.0,10060021364.0,,10060021364.0,10060021364.0,10060021364.0,10060021364.0,10060021364.0
8436,2.0,10060145640.0,2.8284271247461903,10060145638.0,10060145639.0,10060145640.0,10060145641.0,10060145642.0
8442,3.0,10062004454.0,1717408.9160759007,10060021361.0,10061508678.0,10062995995.0,10062996000.5,10062996006.0
8445,2.0,10060145640.0,7.0710678118654755,10060145635.0,10060145637.5,10060145640.0,10060145642.5,10060145645.0
8449,4.0,10062283459.25,1425208.1676249672,10060145647.0,10062283404.25,10062996041.0,10062996096.0,10062996108.0
8451,1.0,10060021362.0,,10060021362.0,10060021362.0,10060021362.0,10060021362.0,10060021362.0
8454,1.0,10060145631.0,,10060145631.0,10060145631.0,10060145631.0,10060145631.0,10060145631.0
8455,2.0,10059858197.5,406505.08190242836,10059570755.0,10059714476.25,10059858197.5,10060001918.75,10060145640.0
8456,9.0,10062050882.333334,761071.3383704579,10060021359.0,10062304204.0,10062304212.0,10062304939.0,10062304941.0
8459,1.0,10060145637.0,,10060145637.0,10060145637.0,10060145637.0,10060145637.0,10060145637.0
8463,1.0,10060145634.0,,10060145634.0,10060145634.0,10060145634.0,10060145634.0,10060145634.0
8465,1.0,10059573420.0,,10059573420.0,10059573420.0,10059573420.0,10059573420.0,10059573420.0
8466,2.0,10060083496.0,87873.57391161463,10060021360.0,10060052428.0,10060083496.0,10060114564.0,10060145632.0
8468,2.0,10060145541.5,4.949747468305833,10060145538.0,10060145539.75,10060145541.5,10060145543.25,10060145545.0
8469,1.0,10061891276.0,,10061891276.0,10061891276.0,10061891276.0,10061891276.0,10061891276.0
8472,1.0,10060145531.0,,10060145531.0,10060145531.0,10060145531.0,10060145531.0,10060145531.0
8474,1.0,10060021358.0,,10060021358.0,10060021358.0,10060021358.0,10060021358.0,10060021358.0
8476,2.0,10059859904.5,403949.5979952202,10059574269.0,10059717086.75,10059859904.5,10060002722.25,10060145540.0
8477,2.0,10059863190.0,399286.2287732949,10059580852.0,10059722021.0,10059863190.0,10060004359.0,10060145528.0
8481,2.0,10060083445.0,87807.1058741831,10060021356.0,10060052400.5,10060083445.0,10060114489.5,10060145534.0
8484,1.0,10063193182.0,,10063193182.0,10063193182.0,10063193182.0,10063193182.0,10063193182.0
8487,2.0,10060083443.5,87803.57034027716,10060021357.0,10060052400.25,10060083443.5,10060114486.75,10060145530.0
8489,1.0,10060145523.0,,10060145523.0,10060145523.0,10060145523.0,10060145523.0,10060145523.0
8491,2.0,10060083428.0,87807.1058741831,10060021339.0,10060052383.5,10060083428.0,10060114472.5,10060145517.0
8494,2.0,10059859367.0,404671.5540188117,10059573221.0,10059716294.0,10059859367.0,10060002440.0,10060145513.0
8495,5.0,10059686156.4,256801.67449473534,10059568994.0,10059570346.0,10059571269.0,10059574651.0,10060145522.0
8498,4.0,10059862249.25,327041.2243325246,10059577614.0,10059579730.5,10059862938.0,10060145456.75,10060145507.0
8500,1.0,10060021337.0,,10060021337.0,10060021337.0,10060021337.0,10060021337.0,10060021337.0
8502,1.0,10060145417.0,,10060145417.0,10060145417.0,10060145417.0,10060145417.0,10060145417.0
8503,1.0,10060145428.0,,10060145428.0,10060145428.0,10060145428.0,10060145428.0,10060145428.0
8506,1.0,10060021335.0,,10060021335.0,10060021335.0,10060021335.0,10060021335.0,10060021335.0
8507,1.0,10060145432.0,,10060145432.0,10060145432.0,10060145432.0,10060145432.0,10060145432.0
8509,3.0,10059954600.666666,330506.18233299867,10059572965.0,10059859190.5,10060145416.0,10060145418.5,10060145421.0
8510,3.0,10060918320.333334,2327934.9446138595,10059573766.0,10059574286.5,10059574807.0,10061590597.5,10063606388.0
8511,11.0,10059917826.818182,1120573.3212468354,10059578694.0,10059579686.5,10059579927.0,10059580515.5,10063296482.0
8514,1.0,10060145406.0,,10060145406.0,10060145406.0,10060145406.0,10060145406.0,10060145406.0
8515,1.0,10060145402.0,,10060145402.0,10060145402.0,10060145402.0,10060145402.0,10060145402.0
8516,1.0,10060021334.0,,10060021334.0,10060021334.0,10060021334.0,10060021334.0,10060021334.0
8517,2.0,10061674494.5,2312671.2167233154,10060039189.0,10060856841.75,10061674494.5,10062492147.25,10063309800.0
8518,1.0,10062548641.0,,10062548641.0,10062548641.0,10062548641.0,10062548641.0,10062548641.0
8519,1.0,10063606385.0,,10063606385.0,10063606385.0,10063606385.0,10063606385.0,10063606385.0
8521,1.0,10060145390.0,,10060145390.0,10060145390.0,10060145390.0,10060145390.0,10060145390.0
8523,1.0,10060145411.0,,10060145411.0,10060145411.0,10060145411.0,10060145411.0,10060145411.0
8524,1.0,10060021346.0,,10060021346.0,10060021346.0,10060021346.0,10060021346.0,10060021346.0
8528,1.0,10060145405.0,,10060145405.0,10060145405.0,10060145405.0,10060145405.0,10060145405.0
8531,1.0,10060021332.0,,10060021332.0,10060021332.0,10060021332.0,10060021332.0,10060021332.0
8532,3.0,10060145373.0,16.09347693943108,10060145360.0,10060145364.0,10060145368.0,10060145379.5,10060145391.0
8536,1.0,10060145359.0,,10060145359.0,10060145359.0,10060145359.0,10060145359.0,10060145359.0
8537,1.0,10060145401.0,,10060145401.0,10060145401.0,10060145401.0,10060145401.0,10060145401.0
8540,2.0,10060083349.0,87692.55457563087,10060021341.0,10060052345.0,10060083349.0,10060114353.0,10060145357.0
8541,2.0,10060021337.0,1.4142135623730951,10060021336.0,10060021336.5,10060021337.0,10060021337.5,10060021338.0
8544,1.0,10060145366.0,,10060145366.0,10060145366.0,10060145366.0,10060145366.0,10060145366.0
8547,1.0,10060145365.0,,10060145365.0,10060145365.0,10060145365.0,10060145365.0,10060145365.0
8548,1.0,10060145364.0,,10060145364.0,10060145364.0,10060145364.0,10060145364.0,10060145364.0
8549,3.0,10060104014.666666,71609.61995663246,10060021327.0,10060083341.5,10060145356.0,10060145358.5,10060145361.0
8554,1.0,10060021331.0,,10060021331.0,10060021331.0,10060021331.0,10060021331.0,10060021331.0
8555,2.0,10062054715.5,2700246.3429865986,10060145353.0,10061100034.25,10062054715.5,10063009396.75,10063964078.0
8556,1.0,10060145354.0,,10060145354.0,10060145354.0,10060145354.0,10060145354.0,10060145354.0
8557,2.0,10060145351.5,0.7071067811865476,10060145351.0,10060145351.25,10060145351.5,10060145351.75,10060145352.0
8560,1.0,10060145323.0,,10060145323.0,10060145323.0,10060145323.0,10060145323.0,10060145323.0
8564,1.0,10060021328.0,,10060021328.0,10060021328.0,10060021328.0,10060021328.0,10060021328.0
8565,1.0,10060145319.0,,10060145319.0,10060145319.0,10060145319.0,10060145319.0,10060145319.0
8567,1.0,10064280647.0,,10064280647.0,10064280647.0,10064280647.0,10064280647.0,10064280647.0
8568,1.0,10060145316.0,,10060145316.0,10060145316.0,10060145316.0,10060145316.0,10060145316.0
8571,1.0,10060021300.0,,10060021300.0,10060021300.0,10060021300.0,10060021300.0,10060021300.0
8573,1.0,10060145322.0,,10060145322.0,10060145322.0,10060145322.0,10060145322.0,10060145322.0
8575,1.0,10064314325.0,,10064314325.0,10064314325.0,10064314325.0,10064314325.0,10064314325.0
8576,1.0,10063729439.0,,10063729439.0,10063729439.0,10063729439.0,10063729439.0,10063729439.0
8577,2.0,10060083309.5,87693.26168241206,10060021301.0,10060052305.25,10060083309.5,10060114313.75,10060145318.0
8581,2.0,10060145314.5,0.7071067811865476,10060145314.0,10060145314.25,10060145314.5,10060145314.75,10060145315.0
8582,1.0,10060145312.0,,10060145312.0,10060145312.0,10060145312.0,10060145312.0,10060145312.0
8583,1.0,10060145311.0,,10060145311.0,10060145311.0,10060145311.0,10060145311.0,10060145311.0
8584,6.0,10064088105.833334,333.85231265735854,10064087954.0,10064087966.25,10064087973.5,10064087980.75,10064088787.0
8585,1.0,10060021299.0,,10060021299.0,10060021299.0,10060021299.0,10060021299.0,10060021299.0
8590,2.0,10060145308.5,2.1213203435596424,10060145307.0,10060145307.75,10060145308.5,10060145309.25,10060145310.0
8594,3.0,10060103971.333334,71598.07290935513,10060021297.0,10060083302.5,10060145308.0,10060145308.5,10060145309.0
8598,2.0,10061242822.0,1552150.2963927172,10060145286.0,10060694054.0,10061242822.0,10061791590.0,10062340358.0
8601,1.0,10060021296.0,,10060021296.0,10060021296.0,10060021296.0,10060021296.0,10060021296.0
8603,1.0,10060145280.0,,10060145280.0,10060145280.0,10060145280.0,10060145280.0,10060145280.0
8607,3.0,10060526753.666666,660729.174344779,10060145279.0,10060145281.5,10060145284.0,10060717491.0,10061289698.0
8610,1.0,10060021295.0,,10060021295.0,10060021295.0,10060021295.0,10060021295.0,10060021295.0
8615,1.0,10060145283.0,,10060145283.0,10060145283.0,10060145283.0,10060145283.0,10060145283.0
8616,1.0,10060145282.0,,10060145282.0,10060145282.0,10060145282.0,10060145282.0,10060145282.0
